code,name,generic_product_llm,model
4337256464918,Mandelmilch,Mandeldrink,opus
4056489697909,Veggie bears,Fruchtgummi vegan,opus
4066447185324,Gemüse Pfanne mit Bulgur & Quinoa,Gemüsepfanne Bulgur Quinoa,opus
4337256375948,Haferdrink Pulver,Haferdrink Pulver,opus
4066447314632,Krokantriegel Cashew,Nussriegel Cashew,opus
4047247646635,Vegane Falafel,Falafel,opus
4047247646642,Vegane Gemüsebällchen,Gemüsebällchen vegan,opus
3608580101932,Haselnuss  schokocreme,Schokocreme Haselnuss,opus
4337256374095,Sojasauce Bio,Sojasauce,opus
4061463170200,Bio Cashewkerne naturbelassen aus Westafrika,Cashewkerne,opus
4311501761199,Müsliriegel Haselnuss,Müsliriegel Haselnuss,opus
4000417106100,Roasted Peanut,Schokolade Erdnuss,opus
4311501000069,Roggen Mischbrot,Roggenmischbrot,opus
4061463964588,Bio-Apfelmark,Apfelmark,opus
4337256501262,ja! Speisequark Magerstufe 500g,Magerquark,opus
4058172921971,A-Z Komplett Depot,Multivitamin,opus
4061463060327,Proteinbrötchen zum Fertigbacken,Proteinbrötchen,opus
4056489582717,Multi-Vitamin,Multivitaminsaft,opus
4000417620118,Schokolade Hola Amigos CRISPY BANANA,Schokolade Banane,opus
4066447366204,Linsen Eintopf mit Kartoffeln,Linseneintopf,opus
4061464213043,Sesam Knoblauch Cashew Creme,Sesam-Cashew-Creme,opus
4061464211629,Veganer Salat - Wie Fleischsalat mit Gurke,Fleischsalat vegan,opus
8711327591011,famila Unilever LANGNESE Viennetta Salted Caramel 650ml Aus der Tiefkühlung 1.39€ 32ml Packung 1l 2.14€,Speiseeis Caramel,opus
8711327589360,Eis Ben & Jerry- Karamell,Speiseeis Caramel,opus
4056489695370,Bio Soja,Sojadrink,opus
4061463660800,Passata,Passata,opus
4260462984751,Pinke Beere Porridge,Porridge Beere,opus
4061462713897,Trail mix Beeren,Trail Mix Beeren,opus
4066447327816,Das Pure Hafer- und Saatenbrot,Haferbrot Saaten,opus
8000500384794,Kinder Tronky 5er-Pack,Schokowaffel,opus
7622201455200,Nascher-Ei Egg'cellent,Schokoladenei gefüllt,opus
4066447319613,Protein Riegel - Himbeer Crisp,Proteinriegel Himbeere,opus
4014400933642,Caramel Bites Crunchy,Karamellbonbons,opus
4337256530200,Weizen Landbrötchen,Weizenbrötchen,opus
4056489719618,Zartbitter-Schokolade,Zartbitterschokolade Mandel,opus
4066447256628,schokolierte Himbeeren in Zartbitterschokolade,Himbeeren in Zartbitterschokolade,opus
4260322214158,Roastbeef (vegan) - Greenforce,Roastbeef vegan,opus
4260718295884,Protein Bar Deluxe Peanut Butter,Proteinriegel Erdnussbutter,opus
4061463808660,Gouda in Scheiben,Gouda in Scheiben,opus
4250950115071,So good so Veggie Vanille aus Kokosmilch,Kokosjoghurt Vanille vegan,opus
4047247192590,"Kalifornische Pistazien, geröstet & gesalzen",Pistazien geröstet gesalzen,opus
4061464213081,Kirsch-Paprika Cashew Creme,Cashewcreme Kirsch Paprika,opus
4337256505338,Pretzel bites,Brezelstücke,opus
4000521029845,Kuchen Marmorkuchen,Marmorkuchen,opus
4061463811806,Tomate passiert,Passierte Tomaten,opus
4061464327658,Brötchen Steinofen-Krusti,Brötchen,opus
4056489675754,Gemüse Lasagne,Gemüselasagne,opus
4337256474450,Traube-Nuss-Schokolade,Vollmilchschokolade Trauben Nuss,opus
4056489685937,High Protein Kokosnuss Joghurt,Kokosjoghurt high protein,opus
4066447373141,Kidneybohnen,Kidneybohnen,opus
4009932007466,Omega-3 1400 mit Omega-3 Konzentrat,Omega-3 Kapseln,opus
4066447234787,Protein Shake Vegan,Proteinpulver vegan,opus
4056489633341,Lasagne Blätter,Lasagneblätter,opus
4066447355505,Leinsamen ganz,Leinsamen ganz,opus
4056489759393,Quiche Lorraine Speck und Käse,Quiche Lorraine,opus
4061463956538,Sandwich-Getreidekekse - Kakao,Kekse Kakao gefüllt,opus
4260380665077,Like Döner,Döner vegan,opus
4260380665039,Like Grilled Chicken,Hähnchenbrust vegan,opus
4061463660824,Premium-Passata - Basilikum,Passierte Tomaten Basilikum,opus
8718781203276,Kartoffelchips mit Meersalz und grob gemahlenem schwarzem Pfeffer,Kartoffelchips Pfeffer,opus
4260380665053,Like Gyros,Gyros vegan,opus
4061462918728,Sauerkraut mild aus Weißkohl,Sauerkraut,opus
4061458243629,Äpfel rot,Äpfel rot,opus
4337256279963,Multi-Vitamin Brausetabletten mit Orangengeschmack,Multivitamin Brausetabletten,opus
4260380665152,Like Schnitzel,Schnitzel vegan,opus
4061464351066,Hamburger-Brötchen mit Sesam XXL,Hamburgerbrötchen Sesam,opus
4000540001457,Regenbogenmüsli,Müsli Schoko,opus
4061463480910,"Joghurt 3,5 %",Joghurt natur,opus
4056489689720,High Protein Sojadrink,Sojadrink high protein,opus
4337256433822,Sultaninen ungeschwefelt,Sultaninen,opus
4337256527880,Vegane Creme auf Kokosfett,Pflanzencreme Kokos,opus
4014400934175,Merci Yoghurt & Fruit,Schokoladenpralinen Joghurt,opus
4002971455205,High Protein Mango,Joghurt high protein Mango laktosefrei,opus
4056489580522,High Protein Linsenwaffeln,Linsenwaffeln,opus
4056489708988,"No Milk Hafer 1,8% Fett",Haferdrink,opus
4337256505468,Reiswaffel,Reiswaffeln,opus
8000500405598,Ferrero Rondnoir,Schokoladeneis am Stiel,opus
4056489815785,Coeur d'or Belgische Meeresfrüchte,Pralinen Meeresfrüchte,opus
4061463482907,Bio Joghurt mild,Joghurt mild,opus
4066447362725,Bio Apfelmark kaltgerieben,Apfelmark,opus
8711327594883,Nogger,Eis am Stiel,opus
4066447319637,Protein 60% caramell-toffee-crisp,Proteinriegel Caramel,opus
4061459187557,Hähnchen-Knusper-Dinos,Hähnchen Nuggets,opus
8720301107261,Garnelenchips,Garnelenchips,opus
4337256380348,Tomatensauce Arrabiata,Tomatensauce Arrabbiata,opus
7394376620881,Hafer ohne Zucker,Haferdrink ungesüßt,opus
4056489799009,Fusilli 1kg,Fusilli,opus
4337256544740,Haferkleie,Haferkleie,opus
4311501005262,My Veggie Eifreisalat,Eisalat vegan,opus
4337256555944,Rewe Bio Fettarme Milch,Milch fettarm,opus
8711327609082,Mini classic almond white chocolate,Eis am Stiel Mandel weiße Schokolade,opus
4061464015326,Cookeo - Black,Kekse gefüllt Kakao,opus
4337256466738,Delikatess Bacon,Bacon,opus
4061464186231,Milde Tyrolini luftgetrocknet,Salami luftgetrocknet,opus
4337256533393,Chicken Nuggets im Backteig (groß),Hähnchen Nuggets,opus
4061458297943,Vegan - Helle Haselnuss mit Haferdrink,Schokolade vegan Haselnuss,opus
4061458297936,Vegan - Die Helle Kakao mit Haferdrink,Schokolade vegan,opus
4061463981134,"Apfelmus, leicht gezuckert",Apfelmus,opus
8445290728791,KitKat Cereal,Schoko-Cerealien,opus
4056489616221,Bio Tofu geräuchert,Tofu geräuchert,opus
4056489733621,Neo Original Keks mit Cremefüllung,Doppelkeks Kakao,opus
4061459268775,Burrata,Burrata,opus
4311501772126,Dessertcreme Schoko,Schokopudding,opus
4061458221535,Flatbread,Fladenbrot,opus
4056489826675,Veganer Aufschnitt Mortadella-Art,Aufschnitt vegan Mortadella,opus
4000405001844,Vegetarisches Würstchen wie Wiener,Würstchen vegetarisch,opus
5411188137993,Danone ALPRO® Joghurt Soja Heidelbeere 400g,Sojajoghurt Heidelbeere,opus
3487400006356,Curryreis - Indien,Reisgericht Curry,opus
4034900032331,Baguette Rustikal - Feine Kräuterfüllung,Baguette Kräuter,opus
8000500406298,Raffaello Triple Experience Raspberry,Eis am Stiel Kokos Himbeere,opus
3487400006370,Ben's Original Express Reis GRIECHISCH - DJUVEC REIS,Reisgericht Djuvec,opus
4018077006203,Erdnußlocken Classic,Erdnussflips,opus
4056489826705,Veganer Aufschnitt mit Grillgemüse,Aufschnitt vegan Grillgemüse,opus
4337256459679,Linsen-Chips,Linsenchips,opus
4311501004920,Linsenwaffeln,Linsenwaffeln,opus
4104420243781,Mie Nudeln,Mie Nudeln,opus
8711327579576,Twister Monstaahh 4er-Pack,Wassereis,opus
4311501772744,Gut&Günstig Vollkorn Toast 4311501772744 Weizenvollkorntoast,Toastbrot Vollkorn,opus
4337256549974,Mozzarella Light,Mozzarella light,opus
4337256506632,Soja Natur,Sojajoghurt natur,opus
4337256470735,Zeigenweichkäse,Ziegenfrischkäse,opus
5411188137979,Soja Natur,Sojajoghurt natur,opus
4066447337006,Feine Bitter Schokolade 70 % Kakao,Schokolade Zartbitter,opus
8076809582643,Barilla Pesto Basilico Limone 190g,Pesto Basilikum Zitrone,opus
4018077006258,Erdnusslocken Jumbos,Erdnussflips,opus
4018077006340,Erdnußlocken Classic leicht,Erdnussflips fettreduziert,opus
4337256560467,frische Weidemilch,Weidemilch,opus
4056489790457,Veganes Schnitzel,Schnitzel vegan paniert,opus
4337256565905,"Weide-Milch 1,5% Fett",Milch fettarm,opus
4061464610477,Gyoza Asia-Taschen,Gyoza,opus
4061459301854,Bandnudeln,Bandnudeln,opus
4000504101032,Veganer marinierter Grill- und Ofentaler,Grillkäse vegan,opus
4020300961180,Schnittlauch frischkäse,Frischkäse vegan Schnittlauch,opus
3487400006318,Uncle Bens REIS Langkorn-Reis fertig in 2 Minuten 250g 1.19€ 1kg 5.41€,Langkornreis,opus
4311501772560,American Style Sandwich Toast,Sandwichtoast,opus
4305615982557,Agavendicksaft,Agavendicksaft,opus
4061464607439,Veganer Leverkäse-Aufschnitt - Zwiebel,Leberkäse-Aufschnitt vegan Zwiebel,opus
4061459162899,Your Coffee Caffè Latte - Kokos Limited Aldition,Eiskaffee Kokos,opus
5060947541986,Monster Energy Juiced Aussie Lemonade Style,Energy Drink,opus
4000522105210,POM-BÄR Original,Kartoffelsnack,opus
4061459193695,"Frische Bio-Vollmilch 3,8 % Fett",Vollmilch frisch,opus
4056489447801,Gemüsepfanne Asiatische Art,Gemüsepfanne asiatisch tiefgekühlt,opus
5411188137863,Danone ALPRO® Dessert Soja Schokolade High Protein 200g,Sojadessert Schokolade,opus
4061459326956,Grillsenf - Chili,Senf Chili,opus
4061464607514,Veganer Leverkäse-Aufschnitt,Leberkäse-Aufschnitt vegan,opus
4337256443746,Hafer Cookies,Haferkekse,opus
4011800399719,Skyr vanille,Müsliriegel,opus
4337256534468,Schmelzkäse Sahne,Schmelzkäse,opus
4066447257625,Molke-Riegel,Proteinriegel,opus
4337256546966,Bio Tomatenmark,Tomatenmark,opus
4000417601919,Knusper-Nuss,Schokolade Vollmilch Nuss,opus
4337256565042,Reiswaffeln Ohne Salzzugabe,Reiswaffeln ungesalzen,opus
5053990173150,Sizzl'N Mexican Chilli & Lime,Kartoffelchips,opus
4337256544993,Gebäckstangen mit Käse,Käsestangen,opus
4056489687696,Multivitamin Mehfruchtsaft,Mehrfruchtsaft,opus
4061464467187,Bio-Leinöl nativ kaltgepresst,Leinöl nativ,opus
4061464583832,Steinofen-Sticks - Kräuter,Brotsticks Kräuter,opus
4337256597401,Haltbare Sahne zum Kochen,Sahne haltbar,opus
4056489724100,delizia al cocco pesca,Kokosjoghurt Pfirsich,opus
4099498000063,Vegane Salami Baguette-Style,Salami vegan,opus
4056489719601,salted caramel Vollmilchschokolade,Schokolade Vollmilch Salted Caramel,opus
4337256545518,Erdnüsse große Kerne geröstet ungesalzen,Erdnüsse geröstet ungesalzen,opus
4000504101018,Marinierter Grill- & Ofentaler Kräuter,Grillkäse Kräuter,opus
4066447486155,Aufstrich Gegrillte Paprika Belugalinse,Aufstrich Paprika Linsen,opus
4061459572230,Bio-Vollkornbrot - Kürbis-Sonnenblume,Vollkornbrot Kürbis-Sonnenblume,opus
4066447422900,Karottenbrot Backmischung glutenfrei,Brotbackmischung glutenfrei,opus
4056489068846,Tofu onion,Tofu Zwiebel,opus
4061459288087,Kräftiger Bio-Bergkäse,Bergkäse,opus
4056489846857,Belugalinse Balsamico,Belugalinsen-Aufstrich,opus
4061463956392,Sandwich-Getreidekekse - Joghurt & Beeren,Sandwichkekse Joghurt Beere,opus
4260697377076,Creamy Nut Butter Cacao Dream,Nussmus Kakao,opus
4056489798668,Vegane Mini Frikadellen,Frikadellen vegan mini,opus
4061459416329,Bio-Tomatenketchup - Klassik,Tomatenketchup,opus
4061458030007,Eiskalte Kiste,Wassereis,opus
4000405002360,Vegane Pommersche - Schnittlauch,Leberwurst vegan Schnittlauch,opus
4045800230727,Veganer Aufstrich Bayrische Art,Brotaufstrich vegan bayerisch,opus
4000405001738,Veganer Hauchgenuss Klassisc- Typ Hähnchen,Aufschnitt vegan Hähnchen,opus
4056489846895,Bärlauch veganer Brotaufstrich,Brotaufstrich Bärlauch vegan,opus
4030800078943,Fischfrikadellen,Fischfrikadellen,opus
4337256623452,Hähnchenbrust,Hähnchenbrust,opus
4008287949544,Spezi,Spezi,opus
4056489792567,Cookies & Cream,Eis Cookies & Cream,opus
4260322214738,Veganer Leberkäse,Leberkäse vegan,opus
4066447490763,Aprikosen,Aprikosen getrocknet,opus
4337256564359,No Muhh Drink,Haferdrink,opus
4056489753643,Hustenbonbons,Hustenbonbons,opus
1230000147743,Beyond Tenders,Hähnchen-Nuggets vegan,opus
4004790037358,Bio Hafer ohne Zucker,Haferdrink ungesüßt,opus
4037400344645,Martin Rütter Hundjes Lakritz-Edition,Lakritz,opus
4056489695417,Bio Hafer Creme,Hafercreme,opus
4337256555777,Rewe Beste Wahl Mousse au Chocolat 4337256555777,Mousse au Chocolat,opus
4311501004531,Frische Fettarme Milch,Milch fettarm,opus
4071800058269,Eiweißbrot,Eiweißbrot,opus
4061464783270,Bio-Hafervollkornriegel - Kakao,Müsliriegel Hafer Kakao,opus
4000405001851,vegane Mühlen Crispies,Chicken Nuggets vegan,opus
4056489883593,Veganes Pfeffersteak,Pfeffersteak vegan,opus
5000112514100,Fanta Lemon elderflower,Limonade Zitrone Holunderblüte,opus
4061464545311,Vegane Levervurst - Schnittlauch,Leberwurst vegan Schnittlauch,opus
4311501016848,Erdnuss-Creme,Erdnussbutter,opus
4061464545274,Vegane Levervurst - Klassik,Leberwurst vegan,opus
4066447258936,Bratolivenöl,Olivenöl zum Braten,opus
4001724045885,Pizza Tradizionale - Bianca Rucola,Tiefkühlpizza Rucola,opus
4337256569859,Tilsiter,Tilsiter,opus
4061459353716,Bio-Basmatireis - Vollkorn,Basmatireis Vollkorn,opus
4061459287592,Bio-Heumilchkäse am Stück,Heumilchkäse,opus
4066447484809,sportness when protein,Proteinpulver Whey,opus
4056489594147,"Käse Cheddar, 48 %, kräftig, (12 Mon. gereift)",Cheddar,opus
4056489846864,Brotaufstrich Tomate Basilikum,Brotaufstrich Tomate Basilikum,opus
4061462713910,Trail-Mix Kerne,Studentenfutter,opus
4009900544078,extra Professional White Citrus,Kaugummi zuckerfrei,opus
4061464778948,Bio-Kochschinken,Kochschinken,opus
4311501017241,Ziegen-Frischkäse,Ziegenfrischkäse,opus
4061459719833,"Bio-Joghurt Pur, 3,8 % Fett",Joghurt natur,opus
4056489846901,Papaya Mango Curry  Veganer Brotaufstrich,Brotaufstrich Papaya Mango Curry vegan,opus
4311501020647,Chips (for Frinds) Paprika,Kartoffelchips Paprika,opus
4337256550963,"Joghurt Mild 3,5 % Fett",Joghurt mild,opus
4066447520590,Ceylon Zimt aus Madagaskar,Zimt Ceylon,opus
4061459674101,Cornflakes,Cornflakes,opus
4337256519298,Camembert,Camembert,opus
4061459193312,"Milch, frisch 1.5 %",Milch fettarm frisch,opus
4061462909825,Cocolicious Kirsche,Kokosjoghurt Kirsche,opus
8410066140619,Vegane Mayonnaise,Mayonnaise vegan,opus
4066447506235,Tofu geräuchert,Tofu geräuchert,opus
4061464545359,Vegane Levervurst - Apfel & Zwiebel,Leberwurst vegan Apfel Zwiebel,opus
4037400344942,Vitaminis,Fruchtgummi,opus
4061459188745,"Griechische Bio-Oliven, grün",Oliven grün,opus
7630294500554,Bratwurst Kräuter,Bratwurst vegan,opus
4305615982670,Tomatenmark,Tomatenmark,opus
4000405001745,vegan Curry aufschnitt,Wurstaufschnitt vegan Curry,opus
4066447422764,Schoko-Müsli glutenfrei,Müsli Schoko glutenfrei,opus
4337256613460,Alpen-Vollmilch Schokolade,Vollmilchschokolade,opus
4337256570312,Pekannuskerne,Pekannüsse,opus
4337256653725,High Protein Mousse au Chocolat mit Süssungsmittel,Mousse au Chocolat,opus
4066447524413,Bio Schokomüsli ohne Rosinen,Müsli Schoko,opus
4337256601276,Soja Vanille,Sojajoghurt Vanille,opus
4337256602563,Soja Mango,Sojajoghurt Mango,opus
4047247787628,"Datteln, getrocknet, entsteint",Datteln getrocknet entsteint,opus
4000417694218,Schokolade Crunchy Creamy Winter,Schokolade gefüllt,opus
4056489663867,Intenso Espresso,Kaffeekapseln,opus
4337256566285,"Weidemilch 1,5% Fett",Weidemilch fettarm,opus
4066447442441,Dinkelgrieß,Dinkelgrieß,opus
4337256418300,Deutsche Markenbutter aus Weidemilch Süßrahm,Süßrahmbutter,opus
4104420248823,Bio Olivenöl nativ extra,Olivenöl nativ extra,opus
4067517000349,Butter  Landliebe,Butter,opus
4066447415254,DINKELKAFFEE mit Zichorie,Getreidekaffee,opus
4337256490054,Edamame & Erbsen Bio-Streichcreme,Brotaufstrich Edamame Erbsen,opus
4311501017111,Veganer Räucherlax,Räucherlachs vegan,opus
8719200262140,Becel Vital,Margarine,opus
4066447328851,Sojasouce Shoyu,Sojasoße,opus
4337256665247,Gemüsepfanne Italienische Art,Gemüsepfanne tiefgekühlt,opus
4056489850366,Vegane Chunks Chicken Style,Sojachunks,opus
4056489865575,Lasagne Lidl,Lasagne Bolognese,opus
4337256385534,Joghurt Mango,Joghurt Mango,opus
4066447506211,"Haltbare Alpenmilch 3,5% Fett",H-Milch,opus
4337256509374,Frischkäse laktosefrei,Frischkäse laktosefrei,opus
4056489818526,Zartes Blätterteiggebäck,Blätterteiggebäck,opus
4061459133868,Bio-Haferdrink - Mandel,Haferdrink Mandel,opus
4061459725063,Grandessa Heidelbeere Konfitüre Extra,Heidelbeerkonfitüre,opus
4061459425697,Bio-Roggenvollkornbrot,Roggenvollkornbrot,opus
4000540010121,Haferflocken fein,Haferflocken fein,opus
4061459714517,Bio-Gewürzgurken,Gewürzgurken,opus
4337256617871,Biscuits kross & cremig,Kekse gefüllt Nougat,opus
4000540003314,Crunchy Berry Hafer-Müsli,Müsli Knusper Beere,opus
4337256643962,chia-samen,Chiasamen,opus
4337256632331,Würziger Cheddar in Scheiben,Cheddar Scheiben,opus
4061459755633,Bio-Shot - Apfel-Ingwer,Ingwer-Shot Apfel,opus
4066447486193,Aufstrich Hanf,Brotaufstrich Hanf,opus
4305615990569,Nuss Nougat Creme,Nuss-Nougat-Creme,opus
4066447375701,Hefeflocken,Hefeflocken,opus
4337256643214,Das Pure,Vollkornbrot,opus
4066447470574,Gemüse Bratlinge,Gemüsebratlinge,opus
4056489774747,Ahornsirup,Ahornsirup,opus
4002334115838,Der grosse Bauer - Schokosplits Stracciatella,Joghurt Stracciatella,opus
4337256597883,Jogurt,Joghurt,opus
4061462268984,Pistaziencreme,Pistaziencreme,opus
4056489844662,Pasta Pfanne Bio,Nudelpfanne tiefgekühlt,opus
4056489576884,Caffe,Kaffeebohnen,opus
4000405002476,Vegane Mühlen Salami - Feinschmecker Art,Salami vegan,opus
4337256631587,vegane Salat-Mayo,Mayonnaise vegan,opus
8711327622678,Magnum Chill Blueberry Cookie,Eis am Stiel Schokolade,opus
5000112517163,Fanta Strawberry & Kiwi,Limonade Erdbeere Kiwi,opus
4337256387415,Bio Joghurt Erdbeer-Himbeer,Fruchtjoghurt Erdbeer-Himbeer,opus
4061464177512,Honey Wheat gepuffter Weizen mit Honig,Puffweizen mit Honig,opus
4056489865582,Lasagne Schwein & Spinat,Lasagne Bolognese,opus
4311501016442,Eiweiß Brot,Eiweißbrot,opus
4056489826699,Veganer Aufschnitt mit Schnittlauch,Aufschnitt vegan,opus
4305615972374,RAW Chocolate mit Dattelsüsse,Schokolade dunkel,opus
4061459208078,Edelbitter- Schokolade,Edelbitterschokolade,opus
4061464835580,Früchte-Müsli Vollkorn,Müsli Früchte Vollkorn,opus
4337256609852,Alpen-Vollmilch Haselnuss Schokolade,Vollmilchschokolade Haselnuss,opus
4337256666909,Erdbeere Fruchtaufstrich,Fruchtaufstrich Erdbeere,opus
4003586105134,popchips Sea Salt & Black Pepper,Kartoffelchips,opus
4019300170845,Miree Balance Kräuter,Frischkäse Kräuter,opus
4056489846406,Weichkäse,Weichkäse,opus
4066447373080,Schokotropfen Zartbitter,Schokotropfen Zartbitter,opus
4061459807325,Bio Kakao,Kakaopulver,opus
4014500520360,Pudding Choco Plant-Based Almond,Pudding Schokolade vegan,opus
4066447495690,Feine Bitter Schokolade 70% Kakao - Bio,Bitterschokolade,opus
4027400148008,Gewürz Ketchup Curry,Curry-Ketchup,opus
4099498000087,Salami  Snack - Billie Green,Salami vegan,opus
4061459680348,Zimtige Kalamon-Oliven,Kalamata-Oliven,opus
4061464841666,Spaghetti mit Tomatensauce,Spaghetti mit Tomatensauce,opus
4337256672092,Spinat ricotta Tortellini,Tortellini Spinat Ricotta,opus
4061459780260,Protein Cookie Double Chocolate Geschmack,Proteinriegel Schokolade,opus
4061464779051,Bio-Gemüseaufstrich - Rote Linse-Schwarzkümmel,Gemüseaufstrich Linse,opus
4048517751851,Saft,Fruchtsaft,opus
4311501039298,bio Emmentaler,Emmentaler,opus
4061459197921,Baristadrink Hafer,Haferdrink Barista,opus
4066447422825,Beeren-Crunchy mit Haferflocken,Müsli Beeren-Crunchy,opus
4000417108104,Crispy Cookie,Schokolade dunkel,opus
4000540001808,Schoko 2.0 Hafer-Müsli,Müsli Schokolade,opus
4311501035368,Nuss Nougat Creme,Nuss-Nougat-Creme,opus
4337256426534,Hähnchenbrustfilet,Hähnchenbrust Aufschnitt,opus
4056489753919,Vollmilch extra cremig 30%,Vollmilchschokolade,opus
4066447576245,Schokocrème Zartbitter,Schokoaufstrich Zartbitter,opus
4337256628051,Ahornsirup,Ahornsirup,opus
4337256605694,Apfelsaft natürtrüb,Apfelsaft naturtrüb,opus
4337256450386,Süßrahm Butter,Süßrahmbutter,opus
4337256609524,Schokokekse Vollmilch,Schokokekse Vollmilch,opus
4337256571845,Kakao Drink,Kakaopulver,opus
4337256667784,Noir 80% Schokolade,Zartbitterschokolade,opus
4061464833838,Schoko-Müsli mit 30 % weniger Zucker,Müsli Schokolade,opus
4337256619417,Hafer Natur,Haferdrink Joghurt,opus
4061464177536,Karamell Crisps,Frühstückscerealien Karamell,opus
4305615985800,Proteinriegel Cookies & Cream Geschmack,Proteinriegel Cookies Cream,opus
4056489665519,Bio Haferflocken zart,Haferflocken zart,opus
4260322215568,Hack (vegan) - Simply V,Hackfleisch vegan,opus
4061459674231,Nougat Bits,Frühstückscerealien gefüllt,opus
4337256651684,Joghurt mild 3.5% Fett,Joghurt,opus
4337256601887,Blütenhonig (flüssig),Blütenhonig,opus
4066447503722,Gemüse Ravioli in Tomatensauce,Ravioli Gemüse,opus
4061459719338,Gegrillte Thunmakrelen-Filets - Classic,Makrelenfilets,opus
4260444962807,Gerieben Pizza,Reibekäse vegan,opus
4061464596610,Geriffelte Chips - Salz,Kartoffelchips geriffelt,opus
4066447562644,DM Bio Linsenwaffeln 100g 1.35€ 1kg 13.50€,Linsenwaffeln,opus
4056489997511,Bio Hafer,Haferdrink,opus
4061462051012,Veggie Hack,Hack vegan,opus
4061459712001,Pinsa,Pinsa,opus
4061464911895,Zarte Haferflocken,Haferflocken zart,opus
4311501024478,Thun-wie'n-fisch,Thunfisch vegan,opus
4026400200990,Butter Alternative,Butter vegan,opus
4056489932796,Konjak Reis,Konjakreis,opus
4066447395143,Toast Brötchen mit Roggenvollkorn,Toastbrötchen Vollkorn,opus
4337256620604,Margherita Steinhofen Pizza,Pizza Margherita,opus
4056489988083,vegane Burger Pattys,Burger Patty vegan,opus
4311501016145,"EDEKA GUT&GÜNSTIG Tortilla Wraps Vollkorn 370g 1,29€ 1kg 3,49",Tortilla Wraps Vollkorn,opus
4061459725124,Himbeere Konfitüre Extra,Himbeerkonfitüre,opus
8720182708298,Vegan Mayo,Mayonnaise vegan,opus
4000540001501,Hafer Müsli Beere Apfel,Müsli Beere Apfel,opus
4061464836297,Basis Müsli 5-Kornmix,Müsli Basis,opus
4061464792258,Bio-Müsli - Apfel-Mandel-Urkorn,Müsli Apfel Mandel,opus
4020500920819,Bratheringe,Bratheringe,opus
4071800058801,Eiweiss Sandwich,Eiweißbrot,opus
4337256619257,Kesselchips Salt & Vinegar,Kartoffelchips Salt Vinegar,opus
4000582188093,Hähnchenbrust Chicken Sweet Chili,Hähnchenbrust Aufschnitt,opus
4061464962910,Bio-Sauerkraut,Sauerkraut,opus
4056489794639,Veganer Hirtengenuss,Käsealternative vegan,opus
4014400934045,Knoppers Goodies,Waffelgebäck Schokolade,opus
4056489884040,Eiskaffee Espresso Macchiato,Eiskaffee Macchiato,opus
4056489908494,High Protein Körniger Frischkäse,Körniger Frischkäse,opus
4337256635158,Walnüsse in der Schale,Walnüsse in Schale,opus
4337256667562,Wakame Salat mit Mu-Err-Pilzen & Sesam,Wakamesalat,opus
4337256655002,Kefir Drink Natur fettarm,Kefir,opus
4056489920137,tasty chocolate heaven,Trinkmahlzeit Schokolade,opus
4056489745822,Butter chicken salsa,Currysauce,opus
4056489822431,Protein Bar Kokos Geschmack,Proteinriegel Kokos,opus
4337256453776,Frischkäse,Frischkäse,opus
4066447602661,Mango Streifen,Mango getrocknet,opus
4260444963019,Charakter mit Mandelöl,Streichkäse vegan,opus
4260556635675,Heavenly Hazelnut,Trinkmahlzeit Haselnuss,opus
4032549039858,Kefir 1.8%,Kefir,opus
4067796001204,Rote Beete Saft,Rote-Bete-Saft,opus
4017100381317,Pick Up! Original,Keks mit Schokolade,opus
4056489973140,Eistee Pfirsich Geschmack,Eistee Pfirsich,opus
4066447602685,"Kokosöl, nativ",Kokosöl nativ,opus
4337256724012,Hummus Pinienkerne,Hummus Pinienkerne,opus
4061459719628,Bio-Gouda in Scheiben,Gouda Scheiben laktosefrei,opus
5000112510379,Fanta Lemon (light),Zitronenlimonade,opus
4000417628510,Ritter Sport White Lemon,Schokolade weiß Zitrone,opus
4000417628312,Chill out Creamy Milk,Schokolade Milch gefüllt,opus
4000417628411,Groovy ritter,Vollmilchschokolade,opus
4337256698641,Orange Kakao 60%,Zartbitterschokolade Orange,opus
4066447614404,"Feigen, sonnengetrocknet",Feigen getrocknet,opus
4061459824476,Crêpes mit Kakaofüllung,Crêpes Schokolade,opus
4337256717953,Süßkartoffel Aufstrich,Süßkartoffelaufstrich,opus
4337256752718,Hummus pikant,Hummus,opus
4337256725156,Hummus falafel,Hummus Falafel,opus
4061464786042,Volles Korn - Roggen,Roggenbrot Vollkorn,opus
4061459193978,Schmand 24%,Schmand,opus
4337256562171,Bio-Kurkuma-Shot,Kurkuma Shot,opus
4337256635646,Deutsche Markenbutter,Butter,opus
4311501043646,Cornflakes ungesüßt,Cornflakes ungesüßt,opus
4337256688253,Salat Mayonnaise,Mayonnaise,opus
4337256686464,Delikatess-Mayonnaise mit 80 % Rapsöl,Mayonnaise,opus
4066447615821,Mandeln ganze Kerne,Mandeln,opus
4260350926566,Bio-Gemüsechips - Fein gesalzen,Gemüsechips,opus
4066447677652,Sauerkraut,Sauerkraut,opus
4337256726863,High Protein Grieß Zimt mit Süßungsmitteln,Grießpudding Zimt,opus
4311501051399,White Wheaties,Frühstücksflakes,opus
4061459683073,Obstriegel - Erdbeer-Banane-Geschmack,Fruchtriegel,opus
4000405002742,Mühlenschinken,Schinken,opus
4066447615982,Kokos Schnitte,Kokosriegel,opus
